time,temperature,humidity,pressure,lux
2022/3/13 2:59:32,22.10,34.50,98490.58,1.25
2022/3/13 2:59:37,22.10,34.50,98490.24,1.25
2022/3/13 2:59:42,22.10,34.50,98490.08,1.25
2022/3/13 2:59:48,22.10,34.50,98489.91,1.25
2022/3/13 2:59:53,22.10,34.50,98490.08,0.83
2022/3/13 2:59:58,22.10,34.50,98490.24,0.83
2022/3/13 3:0:3,22.10,34.40,98489.91,1.25
2022/3/13 3:0:8,22.10,34.50,98490.28,1.25
2022/3/13 3:0:13,22.20,34.50,98490.11,1.25
2022/3/13 3:0:18,22.10,34.50,98490.16,1.25
2022/3/13 3:0:24,22.10,34.50,98490.31,1.25
2022/3/13 3:0:29,22.10,34.50,98490.81,0.83
2022/3/13 3:0:34,22.10,34.50,98489.65,1.25
2022/3/13 3:0:39,22.10,34.50,98489.02,1.25
2022/3/13 3:0:44,22.10,34.50,98488.27,1.25
2022/3/13 3:0:49,22.10,34.50,98488.78,1.25
2022/3/13 3:0:55,22.20,34.50,98489.28,1.25
2022/3/13 3:1:0,22.10,34.40,98489.81,1.25
2022/3/13 3:1:5,22.10,34.40,98489.69,0.83
2022/3/13 3:1:10,22.10,34.40,98489.19,1.25
2022/3/13 3:1:15,22.10,34.40,98488.14,0.83
2022/3/13 3:1:20,22.20,34.50,98488.14,1.25
2022/3/13 3:1:25,22.10,34.50,98487.64,1.25
2022/3/13 3:1:31,22.10,34.50,98487.48,1.25
2022/3/13 3:1:36,22.10,34.50,98487.48,1.25
2022/3/13 3:1:41,22.10,34.50,98487.81,1.25
2022/3/13 3:1:46,22.10,34.50,98488.14,1.25
2022/3/13 3:1:51,22.20,34.50,98487.11,1.25
2022/3/13 3:1:56,22.10,34.50,98487.98,1.25
2022/3/13 3:2:1,22.10,34.40,98487.27,1.25
2022/3/13 3:2:7,22.20,34.50,98487.77,1.25
2022/3/13 3:2:12,22.10,34.40,98487.98,1.25
2022/3/13 3:2:17,22.20,34.50,98487.77,1.25
2022/3/13 3:2:22,22.10,34.40,98487.94,1.25
2022/3/13 3:2:27,22.10,34.40,98488.31,0.83
2022/3/13 3:2:32,22.20,34.50,98488.31,1.25
2022/3/13 3:2:38,22.10,34.40,98487.98,1.25
2022/3/13 3:2:43,22.10,34.40,98487.94,1.25
2022/3/13 3:2:48,22.10,34.40,98487.48,0.83
2022/3/13 3:2:53,22.20,34.50,98487.02,1.25
2022/3/13 3:2:58,22.10,34.40,98487.02,1.25
2022/3/13 3:3:3,22.10,34.40,98487.35,1.25
2022/3/13 3:3:8,22.20,34.50,98487.52,1.25
2022/3/13 3:3:14,22.10,34.40,98486.81,1.25
2022/3/13 3:3:19,22.20,34.50,98487.48,1.25
2022/3/13 3:3:24,22.10,34.50,98487.14,1.25
2022/3/13 3:3:29,22.20,34.50,98487.48,1.25
2022/3/13 3:3:34,22.20,34.50,98488.27,1.25
2022/3/13 3:3:39,22.10,34.40,98489.11,1.25
2022/3/13 3:3:44,22.20,34.50,98489.44,1.25
2022/3/13 3:3:50,22.10,34.40,98489.61,0.83
2022/3/13 3:3:55,22.20,34.50,98488.94,1.25
2022/3/13 3:4:0,22.20,34.50,98487.40,1.25
2022/3/13 3:4:5,22.10,34.40,98486.90,1.25
2022/3/13 3:4:10,22.10,34.40,98487.23,1.25
2022/3/13 3:4:15,22.10,34.40,98486.90,1.25
2022/3/13 3:4:21,22.10,34.40,98486.40,1.25
2022/3/13 3:4:26,22.10,34.40,98487.06,1.25
2022/3/13 3:4:31,22.20,34.50,98486.90,1.25
2022/3/13 3:4:36,22.10,34.40,98487.23,1.25
2022/3/13 3:4:41,22.10,34.40,98487.27,1.25
2022/3/13 3:4:46,22.10,34.40,98487.27,1.25
2022/3/13 3:4:51,22.10,34.40,98486.61,1.25
2022/3/13 3:4:57,22.10,34.40,98486.27,1.25
2022/3/13 3:5:2,22.10,34.40,98486.73,1.25
2022/3/13 3:5:7,22.20,34.50,98487.40,1.25
2022/3/13 3:5:12,22.10,34.40,98487.23,1.25
2022/3/13 3:5:17,22.20,34.50,98486.90,1.25
2022/3/13 3:5:22,22.10,34.40,98486.73,1.25
2022/3/13 3:5:27,22.10,34.40,98485.36,1.25
2022/3/13 3:5:33,22.10,34.40,98485.36,1.25
2022/3/13 3:5:38,22.10,34.40,98485.16,1.25
2022/3/13 3:5:43,22.10,34.40,98483.61,1.25
2022/3/13 3:5:48,22.10,34.40,98483.45,1.25
2022/3/13 3:5:53,22.10,34.40,98483.95,1.25
2022/3/13 3:5:58,22.10,34.40,98483.61,1.25
2022/3/13 3:6:3,22.10,34.40,98483.57,1.25
2022/3/13 3:6:9,22.10,34.40,98483.95,1.25
2022/3/13 3:6:14,22.10,34.40,98483.95,1.25
2022/3/13 3:6:19,22.10,34.40,98483.77,1.25
2022/3/13 3:6:24,22.10,34.40,98483.11,1.25
2022/3/13 3:6:29,22.10,34.40,98482.94,0.83
2022/3/13 3:6:34,22.10,34.40,98482.61,1.25
2022/3/13 3:6:40,22.20,34.40,98482.27,1.25
2022/3/13 3:6:45,22.10,34.40,98482.44,1.25
2022/3/13 3:6:50,22.20,34.40,98482.23,1.25
2022/3/13 3:6:55,22.10,34.40,98482.06,1.25
2022/3/13 3:7:0,22.10,34.40,98481.66,1.25
2022/3/13 3:7:5,22.10,34.40,98481.66,1.25
2022/3/13 3:7:10,22.10,34.40,98481.83,1.25
2022/3/13 3:7:16,22.10,34.50,98482.06,1.25
2022/3/13 3:7:21,22.10,34.40,98482.00,1.25
2022/3/13 3:7:26,22.10,34.40,98481.16,1.25
2022/3/13 3:7:31,22.10,34.40,98480.83,1.25
2022/3/13 3:7:36,22.10,34.40,98480.89,1.25
2022/3/13 3:7:41,22.10,34.40,98480.73,1.25
2022/3/13 3:7:46,22.10,34.40,98480.77,0.83
2022/3/13 3:7:52,22.10,34.50,98481.44,1.25
2022/3/13 3:7:57,22.10,34.40,98481.40,1.25
2022/3/13 3:8:2,22.10,34.50,98481.00,1.25
2022/3/13 3:8:7,22.10,34.40,98480.79,1.25
2022/3/13 3:8:12,22.10,34.40,98479.92,1.25
2022/3/13 3:8:17,22.10,34.40,98479.42,1.25
2022/3/13 3:8:23,22.10,34.40,98479.58,1.25
2022/3/13 3:8:28,22.10,34.40,98479.79,1.25
2022/3/13 3:8:33,22.10,34.40,98479.45,1.25
2022/3/13 3:8:38,22.10,34.40,98479.29,1.25
2022/3/13 3:8:43,22.10,34.40,98478.95,1.25
2022/3/13 3:8:48,22.10,34.40,98478.79,1.25
2022/3/13 3:8:53,22.10,34.40,98479.33,1.25
2022/3/13 3:8:59,22.10,34.40,98479.83,1.25
2022/3/13 3:9:4,22.10,34.40,98481.00,1.25
2022/3/13 3:9:9,22.10,34.40,98481.33,1.25
2022/3/13 3:9:14,22.10,34.40,98481.16,1.25
2022/3/13 3:9:19,22.10,34.40,98480.83,1.25
2022/3/13 3:9:24,22.10,34.40,98480.16,1.25
2022/3/13 3:9:29,22.10,34.40,98480.39,0.83
2022/3/13 3:9:35,22.10,34.40,98480.56,1.25
2022/3/13 3:9:40,22.10,34.40,98479.89,1.25
2022/3/13 3:9:45,22.10,34.40,98479.66,1.25
2022/3/13 3:9:50,22.10,34.40,98479.99,1.25
2022/3/13 3:9:55,22.10,34.40,98480.16,1.25
2022/3/13 3:10:0,22.10,34.40,98480.50,1.25
2022/3/13 3:10:5,22.20,34.50,98479.95,1.25
2022/3/13 3:10:11,22.10,34.40,98479.75,0.83
2022/3/13 3:10:16,22.10,34.40,98480.09,1.25
2022/3/13 3:10:21,22.10,34.40,98479.71,1.25
2022/3/13 3:10:26,22.10,34.40,98480.59,1.25
2022/3/13 3:10:31,22.10,34.40,98480.05,1.25
2022/3/13 3:10:36,22.10,34.40,98479.88,1.25
2022/3/13 3:10:42,22.10,34.40,98479.71,1.25
2022/3/13 3:10:47,22.10,34.40,98479.67,1.25
2022/3/13 3:10:52,22.10,34.40,98479.50,1.25
2022/3/13 3:10:57,22.10,34.40,98479.21,1.25
2022/3/13 3:11:2,22.10,34.40,98479.71,1.25
2022/3/13 3:11:7,22.10,34.40,98479.05,1.25
2022/3/13 3:11:12,22.10,34.40,98478.92,1.25
2022/3/13 3:11:18,22.10,34.40,98478.88,1.25
2022/3/13 3:11:23,22.10,34.40,98478.88,1.25
2022/3/13 3:11:28,22.10,34.40,98479.08,1.25
2022/3/13 3:11:33,22.10,34.40,98479.92,1.25
2022/3/13 3:11:38,22.10,34.40,98479.92,1.25
2022/3/13 3:11:43,22.10,34.40,98479.88,1.25
2022/3/13 3:11:48,22.10,34.40,98479.58,1.25
2022/3/13 3:11:54,22.10,34.40,98479.55,1.25
2022/3/13 3:11:59,22.10,34.40,98479.71,1.25
2022/3/13 3:12:4,22.10,34.40,98479.88,1.25
2022/3/13 3:12:9,22.10,34.40,98480.75,1.25
2022/3/13 3:12:14,22.10,34.40,98481.05,1.25
2022/3/13 3:12:19,22.10,34.40,98481.38,1.25
2022/3/13 3:12:24,22.10,34.40,98481.18,1.25
2022/3/13 3:12:30,22.10,34.40,98480.84,1.25
2022/3/13 3:12:35,22.10,34.40,98481.38,1.25
2022/3/13 3:12:40,22.10,34.40,98480.51,1.25
2022/3/13 3:12:45,22.10,34.40,98480.17,0.83
2022/3/13 3:12:50,22.10,34.40,98480.51,1.25
2022/3/13 3:12:55,22.10,34.40,98480.67,1.25
2022/3/13 3:13:1,22.10,34.40,98481.18,1.25
2022/3/13 3:13:6,22.10,34.40,98481.22,1.25
2022/3/13 3:13:11,22.10,34.40,98480.72,1.25
2022/3/13 3:13:16,22.10,34.40,98479.50,1.25
2022/3/13 3:13:21,22.10,34.40,98479.00,1.25
2022/3/13 3:13:26,22.10,34.40,98478.71,1.25
2022/3/13 3:13:31,22.10,34.40,98478.71,1.25
2022/3/13 3:13:37,22.10,34.40,98478.20,1.25
2022/3/13 3:13:42,22.10,34.40,98478.00,1.25
2022/3/13 3:13:47,22.10,34.40,98478.17,1.25
2022/3/13 3:13:52,22.10,34.40,98478.34,1.25
2022/3/13 3:13:57,22.10,34.40,98478.67,1.25
2022/3/13 3:14:2,22.10,34.40,98478.50,1.25
2022/3/13 3:14:7,22.10,34.40,98478.84,1.25
2022/3/13 3:14:13,22.10,34.40,98479.00,1.25
2022/3/13 3:14:18,22.10,34.40,98479.17,1.25
2022/3/13 3:14:23,22.10,34.40,98478.83,1.25
2022/3/13 3:14:28,22.10,34.40,98478.83,1.25
2022/3/13 3:14:33,22.10,34.40,98478.63,1.25
2022/3/13 3:14:38,22.10,34.40,98477.95,1.25
2022/3/13 3:14:44,22.10,34.40,98477.58,1.25
2022/3/13 3:14:49,22.10,34.40,98477.38,1.25
2022/3/13 3:14:54,22.10,34.40,98477.88,1.25
2022/3/13 3:14:59,22.10,34.40,98477.58,1.25
2022/3/13 3:15:4,22.10,34.40,98477.41,1.25
2022/3/13 3:15:9,22.10,34.40,98477.08,1.25
2022/3/13 3:15:14,22.10,34.40,98476.58,1.25
2022/3/13 3:15:20,22.10,34.40,98476.78,1.25
2022/3/13 3:15:25,22.10,34.40,98476.41,1.25
2022/3/13 3:15:30,22.10,34.40,98476.24,1.25
2022/3/13 3:15:35,22.10,34.40,98475.91,1.25
2022/3/13 3:15:40,22.10,34.40,98475.24,1.25
2022/3/13 3:15:45,22.10,34.40,98475.88,1.25
2022/3/13 3:15:50,22.10,34.40,98475.54,0.83
2022/3/13 3:15:56,22.10,34.40,98475.04,1.25
2022/3/13 3:16:1,22.10,34.40,98475.37,1.25
2022/3/13 3:16:6,22.10,34.40,98475.70,1.25
2022/3/13 3:16:11,22.10,34.40,98475.37,1.25
2022/3/13 3:16:16,22.10,34.40,98475.20,1.25
2022/3/13 3:16:21,22.10,34.40,98475.16,1.25
2022/3/13 3:16:26,22.10,34.40,98475.33,1.25
2022/3/13 3:16:32,22.10,34.40,98475.30,1.25
2022/3/13 3:16:37,22.10,34.40,98475.46,1.25
2022/3/13 3:16:42,22.10,34.40,98476.00,1.25
2022/3/13 3:16:47,22.10,34.40,98475.83,1.25
2022/3/13 3:16:52,22.10,34.40,98476.17,1.25
2022/3/13 3:16:57,22.10,34.40,98476.38,1.25
2022/3/13 3:17:3,22.10,34.40,98476.00,1.25
2022/3/13 3:17:8,22.10,34.40,98477.05,1.25
2022/3/13 3:17:13,22.10,34.40,98477.55,1.25
2022/3/13 3:17:18,22.10,34.40,98477.88,1.25
2022/3/13 3:17:23,22.10,34.50,98476.70,1.25
2022/3/13 3:17:28,22.10,34.40,98476.17,1.25
2022/3/13 3:17:33,22.10,34.40,98475.80,1.25
2022/3/13 3:17:39,22.10,34.40,98475.96,1.25
2022/3/13 3:17:44,22.10,34.40,98475.42,1.25
2022/3/13 3:17:49,22.10,34.40,98475.05,1.25
2022/3/13 3:17:54,22.10,34.40,98474.88,1.25
2022/3/13 3:17:59,22.10,34.40,98475.92,1.25
2022/3/13 3:18:4,22.10,34.40,98476.09,1.25
2022/3/13 3:18:9,22.10,34.40,98475.88,1.25
2022/3/13 3:18:15,22.10,34.40,98476.05,1.25
2022/3/13 3:18:20,22.10,34.40,98476.05,1.25
2022/3/13 3:18:25,22.10,34.40,98476.05,0.83
2022/3/13 3:18:30,22.10,34.40,98476.05,1.25
2022/3/13 3:18:35,22.10,34.40,98476.02,1.25
2022/3/13 3:18:40,22.10,34.40,98475.68,1.25
2022/3/13 3:18:46,22.10,34.40,98475.30,1.25
2022/3/13 3:18:51,22.10,34.40,98474.80,1.25
2022/3/13 3:18:56,22.10,34.40,98474.64,1.25
2022/3/13 3:19:1,22.10,34.40,98474.94,1.25
2022/3/13 3:19:6,22.10,34.40,98475.09,1.25
2022/3/13 3:19:11,22.10,34.40,98474.19,1.25
2022/3/13 3:19:16,22.10,34.40,98474.69,1.25
2022/3/13 3:19:22,22.10,34.40,98474.86,1.25
2022/3/13 3:19:27,22.10,34.40,98475.02,1.25
2022/3/13 3:19:32,22.10,34.40,98474.73,1.25
2022/3/13 3:19:37,22.10,34.40,98473.89,1.25
2022/3/13 3:19:42,22.10,34.40,98473.93,1.25
2022/3/13 3:19:47,22.10,34.40,98474.09,1.25
2022/3/13 3:19:52,22.10,34.40,98473.93,1.25
2022/3/13 3:19:58,22.10,34.40,98474.06,1.25
2022/3/13 3:20:3,22.10,34.50,98474.02,1.25
2022/3/13 3:20:8,22.10,34.40,98473.31,1.25
2022/3/13 3:20:13,22.10,34.40,98473.52,1.25
2022/3/13 3:20:18,22.10,34.40,98473.85,1.25
2022/3/13 3:20:23,22.10,34.40,98473.69,1.25
2022/3/13 3:20:28,22.10,34.40,98474.89,1.25
2022/3/13 3:20:34,22.10,34.40,98474.73,1.25
2022/3/13 3:20:39,22.10,34.40,98475.27,1.25
2022/3/13 3:20:44,22.10,34.50,98475.60,1.25
2022/3/13 3:20:49,22.10,34.50,98475.06,1.25
2022/3/13 3:20:54,22.10,34.50,98475.09,1.25
2022/3/13 3:20:59,22.10,34.50,98474.59,1.25
2022/3/13 3:21:5,22.10,34.50,98474.44,1.25
2022/3/13 3:21:10,22.10,34.50,98473.77,1.25
2022/3/13 3:21:15,22.10,34.50,98474.09,1.25
2022/3/13 3:21:20,22.10,34.50,98474.69,0.83
2022/3/13 3:21:25,22.10,34.50,98474.69,1.25
2022/3/13 3:21:30,22.10,34.50,98474.52,1.25
2022/3/13 3:21:35,22.10,34.50,98474.35,1.25
2022/3/13 3:21:41,22.10,34.50,98474.35,1.25
2022/3/13 3:21:46,22.10,34.50,98474.73,1.25
2022/3/13 3:21:51,22.10,34.50,98474.73,1.25
2022/3/13 3:21:56,22.10,34.50,98474.39,1.25
2022/3/13 3:22:1,22.10,34.50,98474.89,1.25
2022/3/13 3:22:6,22.10,34.50,98474.59,1.25
2022/3/13 3:22:11,22.10,34.50,98474.94,1.25
2022/3/13 3:22:17,22.10,34.50,98474.23,1.25
2022/3/13 3:22:22,22.10,34.40,98474.19,1.25
2022/3/13 3:22:27,22.10,34.50,98475.02,1.25
2022/3/13 3:22:32,22.10,34.50,98475.36,1.25
2022/3/13 3:22:37,22.10,34.50,98475.19,1.25
2022/3/13 3:22:42,22.10,34.50,98475.02,1.25
2022/3/13 3:22:48,22.10,34.50,98475.02,1.25
2022/3/13 3:22:53,22.10,34.50,98475.53,1.25
2022/3/13 3:22:58,22.10,34.50,98475.69,1.25
2022/3/13 3:23:3,22.10,34.50,98476.19,1.25
2022/3/13 3:23:8,22.10,34.50,98475.82,1.25
2022/3/13 3:23:13,22.10,34.50,98474.95,1.25
2022/3/13 3:23:18,22.10,34.50,98475.11,1.25
2022/3/13 3:23:24,22.10,34.50,98475.48,1.25
2022/3/13 3:23:29,22.10,34.50,98475.48,1.25
2022/3/13 3:23:34,22.10,34.50,98475.16,1.25
2022/3/13 3:23:39,22.10,34.50,98475.32,1.25
2022/3/13 3:23:44,22.10,34.50,98475.69,1.25
2022/3/13 3:23:49,22.10,34.50,98475.82,1.25
2022/3/13 3:23:54,22.10,34.50,98475.86,0.83
2022/3/13 3:24:0,22.10,34.50,98475.69,1.25
2022/3/13 3:24:5,22.10,34.50,98475.86,1.25
2022/3/13 3:24:10,22.10,34.40,98475.48,0.83
2022/3/13 3:24:15,22.10,34.50,98474.81,1.25
2022/3/13 3:24:20,22.10,34.50,98474.66,1.25
2022/3/13 3:24:25,22.10,34.50,98475.02,1.25
2022/3/13 3:24:31,22.10,34.40,98475.19,1.25
2022/3/13 3:24:36,22.10,34.40,98475.02,1.25
2022/3/13 3:24:41,22.10,34.40,98475.36,1.25
2022/3/13 3:24:46,22.10,34.40,98475.19,1.25
2022/3/13 3:24:51,22.10,34.50,98474.86,1.25
2022/3/13 3:24:56,22.10,34.50,98475.32,0.83
2022/3/13 3:25:1,22.10,34.50,98475.32,1.25
2022/3/13 3:25:7,22.10,34.40,98475.69,1.25
2022/3/13 3:25:12,22.10,34.50,98474.98,1.25
2022/3/13 3:25:17,22.10,34.50,98475.53,1.25
2022/3/13 3:25:22,22.10,34.50,98474.98,1.25
2022/3/13 3:25:27,22.10,34.50,98475.16,0.83
2022/3/13 3:25:32,22.10,34.50,98475.11,1.25
2022/3/13 3:25:37,22.10,34.50,98475.08,1.25
2022/3/13 3:25:43,22.10,34.50,98474.73,1.25
2022/3/13 3:25:48,22.10,34.50,98474.58,1.25
2022/3/13 3:25:53,22.10,34.50,98474.56,1.25
2022/3/13 3:25:58,22.10,34.50,98474.36,1.25
2022/3/13 3:26:3,22.10,34.50,98474.40,1.25
2022/3/13 3:26:8,22.10,34.50,98474.56,1.25
2022/3/13 3:26:13,22.10,34.50,98474.23,0.83
2022/3/13 3:26:19,22.10,34.50,98474.40,1.25
2022/3/13 3:26:24,22.10,34.50,98474.56,1.25
2022/3/13 3:26:29,22.10,34.50,98475.23,1.25
2022/3/13 3:26:34,22.10,34.50,98475.41,1.25
2022/3/13 3:26:39,22.10,34.50,98475.41,1.25
2022/3/13 3:26:44,22.10,34.50,98474.91,1.25
2022/3/13 3:26:50,22.10,34.50,98474.91,1.25
2022/3/13 3:26:55,22.10,34.50,98474.40,0.83
2022/3/13 3:27:0,22.10,34.50,98474.73,1.25
2022/3/13 3:27:5,22.10,34.50,98475.06,1.25
2022/3/13 3:27:10,22.10,34.50,98475.19,0.83
2022/3/13 3:27:15,22.10,34.40,98474.82,1.25
2022/3/13 3:27:20,22.10,34.40,98474.66,1.25
2022/3/13 3:27:26,22.10,34.40,98474.98,1.25
2022/3/13 3:27:31,22.10,34.40,98475.16,1.25
2022/3/13 3:27:36,22.10,34.40,98475.32,1.25
2022/3/13 3:27:41,22.10,34.40,98474.82,1.25
2022/3/13 3:27:46,22.10,34.40,98474.69,1.25
2022/3/13 3:27:51,22.10,34.40,98473.98,1.25
2022/3/13 3:27:56,22.10,34.40,98474.16,1.25
2022/3/13 3:28:2,22.10,34.40,98473.48,1.25
2022/3/13 3:28:7,22.10,34.40,98473.66,1.25
2022/3/13 3:28:12,22.10,34.50,98473.81,1.25
2022/3/13 3:28:17,22.00,34.40,98473.98,1.25
2022/3/13 3:28:22,22.10,34.50,98474.32,0.83
2022/3/13 3:28:27,22.10,34.40,98474.28,1.25
2022/3/13 3:28:33,22.10,34.40,98475.32,1.25
2022/3/13 3:28:38,22.10,34.50,98475.48,1.25
2022/3/13 3:28:43,22.10,34.50,98475.70,1.25
2022/3/13 3:28:48,22.10,34.50,98475.36,1.25
2022/3/13 3:28:53,22.10,34.50,98474.53,1.25
2022/3/13 3:28:58,22.00,34.40,98473.98,1.25
2022/3/13 3:29:3,22.10,34.50,98473.66,0.83
2022/3/13 3:29:9,22.10,34.50,98473.31,1.25
2022/3/13 3:29:14,22.10,34.50,98473.19,0.83
2022/3/13 3:29:19,22.00,34.40,98473.02,1.25
2022/3/13 3:29:24,22.10,34.50,98472.81,1.25
2022/3/13 3:29:29,22.10,34.50,98472.98,1.25
2022/3/13 3:29:34,22.10,34.50,98472.78,1.25
2022/3/13 3:29:39,22.00,34.40,98472.91,0.83
2022/3/13 3:29:45,22.10,34.50,98473.58,0.83
2022/3/13 3:29:50,22.10,34.50,98472.57,1.25
2022/3/13 3:29:55,22.00,34.40,98472.23,1.25
2022/3/13 3:30:0,22.10,34.50,98472.07,1.25
2022/3/13 3:30:5,22.10,34.50,98471.36,1.25
2022/3/13 3:30:10,22.10,34.50,98471.41,1.25
2022/3/13 3:30:15,22.10,34.50,98472.41,1.25
2022/3/13 3:30:21,22.10,34.50,98472.57,1.25
2022/3/13 3:30:26,22.10,34.50,98473.45,1.25
2022/3/13 3:30:31,22.10,34.50,98472.57,1.25
2022/3/13 3:30:36,22.10,34.50,98471.91,0.83
2022/3/13 3:30:41,22.10,34.50,98471.94,1.25
2022/3/13 3:30:46,22.10,34.50,98472.11,1.25
2022/3/13 3:30:52,22.10,34.50,98472.48,1.25
2022/3/13 3:30:57,22.10,34.50,98472.81,1.25
2022/3/13 3:31:2,22.00,34.40,98472.78,1.25
2022/3/13 3:31:7,22.10,34.50,98472.81,1.25
2022/3/13 3:31:12,22.10,34.50,98472.81,1.25
2022/3/13 3:31:17,22.10,34.50,98471.81,1.25
2022/3/13 3:31:22,22.00,34.50,98471.94,1.25
2022/3/13 3:31:28,22.10,34.50,98471.98,1.25
2022/3/13 3:31:33,22.10,34.50,98471.65,1.25
2022/3/13 3:31:38,22.10,34.50,98472.31,1.25
2022/3/13 3:31:43,22.10,34.50,98472.44,1.25
2022/3/13 3:31:48,22.10,34.50,98471.77,1.25
2022/3/13 3:31:53,22.10,34.50,98471.41,1.25
2022/3/13 3:31:58,22.10,34.50,98471.91,1.25
2022/3/13 3:32:4,22.10,34.50,98471.41,1.25
2022/3/13 3:32:9,22.10,34.50,98472.41,1.25
2022/3/13 3:32:14,22.00,34.40,98472.23,1.25
2022/3/13 3:32:19,22.10,34.50,98471.53,1.25
2022/3/13 3:32:24,22.10,34.50,98471.03,1.25
2022/3/13 3:32:29,22.10,34.40,98470.53,1.25
2022/3/13 3:32:35,22.10,34.50,98471.06,1.25
2022/3/13 3:32:40,22.10,34.40,98471.56,1.25
2022/3/13 3:32:45,22.10,34.40,98471.73,1.25
2022/3/13 3:32:50,22.10,34.40,98471.91,1.25
2022/3/13 3:32:55,22.00,34.40,98471.41,1.25
2022/3/13 3:33:0,22.10,34.40,98470.91,1.25
2022/3/13 3:33:5,22.10,34.40,98471.06,1.25
2022/3/13 3:33:11,22.10,34.40,98471.11,1.25
2022/3/13 3:33:16,22.10,34.40,98470.73,1.25
2022/3/13 3:33:21,22.10,34.40,98471.70,1.25
2022/3/13 3:33:26,22.10,34.40,98472.00,1.25
2022/3/13 3:33:31,22.10,34.40,98471.55,1.25
2022/3/13 3:33:36,22.00,34.40,98471.55,1.25
2022/3/13 3:33:41,22.10,34.40,98471.89,1.25
2022/3/13 3:33:47,22.10,34.40,98471.95,0.83
2022/3/13 3:33:52,22.10,34.40,98471.45,1.25
2022/3/13 3:33:57,22.10,34.40,98471.13,1.25
2022/3/13 3:34:2,22.10,34.40,98471.49,1.25
2022/3/13 3:34:7,22.10,34.40,98471.45,1.25
2022/3/13 3:34:12,22.10,34.40,98471.55,1.25
2022/3/13 3:34:18,22.10,34.40,98471.84,1.25
2022/3/13 3:34:23,22.10,34.40,98471.47,1.25
2022/3/13 3:34:28,22.10,34.40,98470.97,1.25
2022/3/13 3:34:33,22.10,34.40,98470.64,1.25
2022/3/13 3:34:38,22.10,34.40,98470.64,1.25
2022/3/13 3:34:43,22.10,34.40,98470.64,1.25
2022/3/13 3:34:48,22.10,34.40,98470.68,1.25
2022/3/13 3:34:54,22.00,34.40,98470.17,1.25
2022/3/13 3:34:59,22.00,34.40,98470.02,1.25
2022/3/13 3:35:4,22.10,34.40,98469.67,1.25
2022/3/13 3:35:9,22.10,34.40,98469.34,1.25
2022/3/13 3:35:14,22.10,34.40,98469.67,0.83
2022/3/13 3:35:19,22.10,34.50,98469.14,1.25
2022/3/13 3:35:24,22.10,34.50,98469.14,1.25
2022/3/13 3:35:30,22.00,34.40,98469.30,1.25
2022/3/13 3:35:35,22.10,34.50,98469.30,1.25
2022/3/13 3:35:40,22.00,34.40,98470.17,1.25
2022/3/13 3:35:45,22.00,34.40,98470.17,1.25
2022/3/13 3:35:50,22.10,34.50,98469.17,1.25
2022/3/13 3:35:55,22.00,34.40,98469.17,1.25
2022/3/13 3:36:1,22.10,34.50,98469.72,1.25
2022/3/13 3:36:6,22.00,34.40,98469.78,1.25
2022/3/13 3:36:11,22.00,34.40,98469.62,0.83
2022/3/13 3:36:16,22.00,34.40,98468.55,1.25
2022/3/13 3:36:21,22.10,34.50,98468.05,1.25
2022/3/13 3:36:26,22.00,34.40,98468.21,1.25
2022/3/13 3:36:31,22.10,34.50,98468.95,1.25
2022/3/13 3:36:37,22.10,34.50,98469.95,1.25
2022/3/13 3:36:42,22.10,34.50,98470.28,1.25
2022/3/13 3:36:47,22.00,34.40,98469.38,1.25
2022/3/13 3:36:52,22.00,34.40,98469.01,0.83
2022/3/13 3:36:57,22.10,34.50,98469.21,1.25
2022/3/13 3:37:2,22.10,34.50,98468.51,1.25
2022/3/13 3:37:7,22.10,34.50,98469.05,1.25
2022/3/13 3:37:13,22.10,34.50,98468.05,1.25
2022/3/13 3:37:18,22.10,34.50,98468.78,1.25
2022/3/13 3:37:23,22.10,34.50,98468.95,1.25
2022/3/13 3:37:28,22.10,34.50,98468.88,1.25
2022/3/13 3:37:33,22.00,34.40,98469.28,1.25
2022/3/13 3:37:38,22.00,34.40,98469.62,1.25
2022/3/13 3:37:43,22.10,34.50,98469.55,1.25
2022/3/13 3:37:49,22.10,34.50,98469.55,1.25
2022/3/13 3:37:54,22.10,34.40,98469.38,1.25
2022/3/13 3:37:59,22.00,34.40,98469.05,1.25
2022/3/13 3:38:4,22.00,34.40,98468.84,1.25
2022/3/13 3:38:9,22.10,34.50,98468.55,1.25
2022/3/13 3:38:14,22.00,34.40,98468.38,1.25
2022/3/13 3:38:20,22.00,34.40,98468.67,1.25
2022/3/13 3:38:25,22.10,34.50,98468.84,1.25
2022/3/13 3:38:30,22.10,34.50,98469.88,1.25
2022/3/13 3:38:35,22.10,34.50,98468.34,1.25
2022/3/13 3:38:40,22.00,34.40,98467.55,1.25
2022/3/13 3:38:45,22.10,34.50,98468.28,1.25
2022/3/13 3:38:50,22.10,34.50,98468.61,1.25
2022/3/13 3:38:56,22.10,34.50,98468.98,1.25
2022/3/13 3:39:1,22.10,34.50,98469.82,1.25
2022/3/13 3:39:6,22.00,34.40,98469.66,1.25
2022/3/13 3:39:11,22.10,34.50,98469.95,1.25
2022/3/13 3:39:16,22.10,34.50,98470.16,1.25
2022/3/13 3:39:21,22.10,34.50,98469.95,1.25
2022/3/13 3:39:26,22.10,34.50,98469.12,1.25
